Cikkszám,asd,Termék Név,Rövid Leírás,Tulajdonságok,Paraméter: Kategória||text,Paraméter: Márka||text,Paraméter: Fit||text,Paraméter: Méretek||textmore,Paraméter: Válasszon méretet||text,Paraméter: Szín||text,Paraméter: Nem||text,Paraméter: Anyag||text,Paraméter: EAN||text,Paraméter: VTSZ||text,Paraméter: Méret||text,Paraméter: Típus||text,Paraméter: Rugalmasság||text,Paraméter: Controller||text,Paraméter: Vízállóság||text,Paraméter: Íz||text
BL_PZ_GI5885814_L,1,givenchy man in white long sleeve shirt gi5885814,Cikkszám: BL_PZ_GI5885814_L,givenchy man with long sleeve shirt collar with embroidered star pattern,shirt,GIVENCHY,,L,L,white,Men,60% Cotton 40% Polyester,,,L,,,,,
BL_PZ_GI5885814_M,1,givenchy man in white long sleeve shirt gi5885814,Cikkszám: BL_PZ_GI5885814_M,givenchy man with long sleeve shirt collar with embroidered star pattern,shirt,GIVENCHY,,M,M,white,Men,60% Cotton 40% Polyester,,,M,,,,,
BL_PZ_GI7181354,3,givenchy man in black long sleeve shirt gi7181354,,givenchy man with long sleeve shirt collar with embroidered star pattern,shirt,GIVENCHY,,,,black,Men,60% Cotton 40% Polyester,,,,,,,,
BL_PZ_GI7181354_2XL,1,givenchy man in black long sleeve shirt gi7181354,Cikkszám: BL_PZ_GI7181354_2XL,givenchy man with long sleeve shirt collar with embroidered star pattern,shirt,GIVENCHY,,2XL,2XL,black,Men,60% Cotton 40% Polyester,,,2XL,,,,,
BL_PZ_GI7181354_L,1,givenchy man in black long sleeve shirt gi7181354,Cikkszám: BL_PZ_GI7181354_L,givenchy man with long sleeve shirt collar with embroidered star pattern,shirt,GIVENCHY,,L,L,black,Men,60% Cotton 40% Polyester,,,L,,,,,
BL_PZ_GI7181354_XL,1,givenchy man in black long sleeve shirt gi7181354,Cikkszám: BL_PZ_GI7181354_XL,givenchy man with long sleeve shirt collar with embroidered star pattern,shirt,GIVENCHY,,XL,XL,black,Men,60% Cotton 40% Polyester,,,XL,,,,,
BL_PZ_GI9702359,3,givenchy man in white short sleeve top gi9702359,,"givenchy men's collar, buttoned, collar star pattern, sleeve with many short sleeve top, shirt",short sleeve top,GIVENCHY,,,,white,Men,100% cotton,,,,,,,,
BL_PZ_GI9702359_2XL,1,givenchy man in white short sleeve top gi9702359,Cikkszám: BL_PZ_GI9702359_2XL,"givenchy men's collar, buttoned, collar star pattern, sleeve with many short sleeve top, shirt",short sleeve top,GIVENCHY,,2XL,2XL,white,Men,100% cotton,,,2XL,,,,,
BL_PZ_GI9702359_L,1,givenchy man in white short sleeve top gi9702359,Cikkszám: BL_PZ_GI9702359_L,"givenchy men's collar, buttoned, collar star pattern, sleeve with many short sleeve top, shirt",short sleeve top,GIVENCHY,,L,L,white,Men,100% cotton,,,L,,,,,
BL_PZ_GI9702359_M,1,givenchy man in white short sleeve top gi9702359,Cikkszám: BL_PZ_GI9702359_M,"givenchy men's collar, buttoned, collar star pattern, sleeve with many short sleeve top, shirt",short sleeve top,GIVENCHY,,M,M,white,Men,100% cotton,,,M,,,,,
BL_PZ_GI9702359_XL,1,givenchy man in white short sleeve top gi9702359,Cikkszám: BL_PZ_GI9702359_XL,"givenchy men's collar, buttoned, collar star pattern, sleeve with many short sleeve top, shirt",short sleeve top,GIVENCHY,,XL,XL,white,Men,100% cotton,,,XL,,,,,
BL_PZ_HA1351255,3,hacked men's lightweight short sleeve top ha1351255,,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,,,light gray,Men,100% cotton,,,,,,,,
BL_PZ_HA1351255_2XL,1,hacked men's lightweight short sleeve top ha1351255,Cikkszám: BL_PZ_HA1351255_2XL,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,2XL,2XL,light gray,Men,100% cotton,,,2XL,,,,,
BL_PZ_HA1351255_L,1,hacked men's lightweight short sleeve top ha1351255,Cikkszám: BL_PZ_HA1351255_L,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,L,L,light gray,Men,100% cotton,,,L,,,,,
BL_PZ_HA1351255_M,1,hacked men's lightweight short sleeve top ha1351255,Cikkszám: BL_PZ_HA1351255_M,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,M,M,light gray,Men,100% cotton,,,M,,,,,
BL_PZ_HA1351255_S,1,hacked men's lightweight short sleeve top ha1351255,Cikkszám: BL_PZ_HA1351255_S,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,S,S,light gray,Men,100% cotton,,,S,,,,,
BL_PZ_HA1351255_XL,1,hacked men's lightweight short sleeve top ha1351255,Cikkszám: BL_PZ_HA1351255_XL,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,XL,XL,light gray,Men,100% cotton,,,XL,,,,,
BL_PZ_HA1426819,3,hacked men's light blue short sleeve top ha1426819,,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,,,light blue,Men,100% cotton,,,,,,,,
BL_PZ_HA1426819_2XL,1,hacked men's light blue short sleeve top ha1426819,Cikkszám: BL_PZ_HA1426819_2XL,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,2XL,2XL,light blue,Men,100% cotton,,,2XL,,,,,
BL_PZ_HA1426819_L,1,hacked men's light blue short sleeve top ha1426819,Cikkszám: BL_PZ_HA1426819_L,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,L,L,light blue,Men,100% cotton,,,L,,,,,
BL_PZ_HA1426819_M,1,hacked men's light blue short sleeve top ha1426819,Cikkszám: BL_PZ_HA1426819_M,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,M,M,light blue,Men,100% cotton,,,M,,,,,
BL_PZ_HA1426819_S,1,hacked men's light blue short sleeve top ha1426819,Cikkszám: BL_PZ_HA1426819_S,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,S,S,light blue,Men,100% cotton,,,S,,,,,
BL_PZ_HA1426819_XL,1,hacked men's light blue short sleeve top ha1426819,Cikkszám: BL_PZ_HA1426819_XL,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,XL,XL,light blue,Men,100% cotton,,,XL,,,,,
BL_PZ_HA1434105,3,hacked man in white short sleeve top ha1434105,,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,,,white,Men,100% cotton,,,,,,,,
BL_PZ_HA1434105_2XL,1,hacked man in white short sleeve top ha1434105,Cikkszám: BL_PZ_HA1434105_2XL,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,2XL,2XL,white,Men,100% cotton,,,2XL,,,,,
BL_PZ_HA1434105_L,1,hacked man in white short sleeve top ha1434105,Cikkszám: BL_PZ_HA1434105_L,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,L,L,white,Men,100% cotton,,,L,,,,,
BL_PZ_HA1434105_M,1,hacked man in white short sleeve top ha1434105,Cikkszám: BL_PZ_HA1434105_M,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,M,M,white,Men,100% cotton,,,M,,,,,
BL_PZ_HA1434105_S,1,hacked man in white short sleeve top ha1434105,Cikkszám: BL_PZ_HA1434105_S,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,S,S,white,Men,100% cotton,,,S,,,,,
BL_PZ_HA1434105_XL,1,hacked man in white short sleeve top ha1434105,Cikkszám: BL_PZ_HA1434105_XL,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,XL,XL,white,Men,100% cotton,,,XL,,,,,
BL_PZ_HA144659,3,hacked man with red short sleeve top ha144659,,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,,,red,Men,100% cotton,,,,,,,,
BL_PZ_HA144659_L,1,hacked man with red short sleeve top ha144659,Cikkszám: BL_PZ_HA144659_L,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,L,L,red,Men,100% cotton,,,L,,,,,
BL_PZ_HA144659_M,1,hacked man with red short sleeve top ha144659,Cikkszám: BL_PZ_HA144659_M,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,M,M,red,Men,100% cotton,,,M,,,,,
BL_PZ_HA144659_XL,1,hacked man with red short sleeve top ha144659,Cikkszám: BL_PZ_HA144659_XL,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,XL,XL,red,Men,100% cotton,,,XL,,,,,
BL_PZ_HA2501537,3,hacked men's light blue short sleeve top ha2501537,,"hacked men's collar, buttoned, breast-sewn logo, collar and sleeve striped short sleeve top, shirt",short sleeve top,HACKETT,,,,light blue,Men,100% cotton,,,,,,,,
BL_PZ_HA2501537_2XL,1,hacked men's light blue short sleeve top ha2501537,Cikkszám: BL_PZ_HA2501537_2XL,"hacked men's collar, buttoned, breast-sewn logo, collar and sleeve striped short sleeve top, shirt",short sleeve top,HACKETT,,2XL,2XL,light blue,Men,100% cotton,,,2XL,,,,,
BL_PZ_HA2501537_L,1,hacked men's light blue short sleeve top ha2501537,Cikkszám: BL_PZ_HA2501537_L,"hacked men's collar, buttoned, breast-sewn logo, collar and sleeve striped short sleeve top, shirt",short sleeve top,HACKETT,,L,L,light blue,Men,100% cotton,,,L,,,,,
BL_PZ_HA2501537_M,1,hacked men's light blue short sleeve top ha2501537,Cikkszám: BL_PZ_HA2501537_M,"hacked men's collar, buttoned, breast-sewn logo, collar and sleeve striped short sleeve top, shirt",short sleeve top,HACKETT,,M,M,light blue,Men,100% cotton,,,M,,,,,
BL_PZ_HA2501537_S,1,hacked men's light blue short sleeve top ha2501537,Cikkszám: BL_PZ_HA2501537_S,"hacked men's collar, buttoned, breast-sewn logo, collar and sleeve striped short sleeve top, shirt",short sleeve top,HACKETT,,S,S,light blue,Men,100% cotton,,,S,,,,,
BL_PZ_HA2501537_XL,1,hacked men's light blue short sleeve top ha2501537,Cikkszám: BL_PZ_HA2501537_XL,"hacked men's collar, buttoned, breast-sewn logo, collar and sleeve striped short sleeve top, shirt",short sleeve top,HACKETT,,XL,XL,light blue,Men,100% cotton,,,XL,,,,,
BL_PZ_HA2802712,3,hacked man with a blue short sleeve top hat ha2802712,,"hacket men's collar, button, breast section logo, fingers number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,,,filter blue,Men,100% cotton,,,,,,,,
BL_PZ_HA2802712_2XL,1,hacked man with a blue short sleeve top hat ha2802712,Cikkszám: BL_PZ_HA2802712_2XL,"hacket men's collar, button, breast section logo, fingers number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,2XL,2XL,filter blue,Men,100% cotton,,,2XL,,,,,
BL_PZ_HA2802712_L,1,hacked man with a blue short sleeve top hat ha2802712,Cikkszám: BL_PZ_HA2802712_L,"hacket men's collar, button, breast section logo, fingers number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,L,L,filter blue,Men,100% cotton,,,L,,,,,
BL_PZ_HA2802712_M,1,hacked man with a blue short sleeve top hat ha2802712,Cikkszám: BL_PZ_HA2802712_M,"hacket men's collar, button, breast section logo, fingers number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,M,M,filter blue,Men,100% cotton,,,M,,,,,
BL_PZ_HA2802712_S,1,hacked man with a blue short sleeve top hat ha2802712,Cikkszám: BL_PZ_HA2802712_S,"hacket men's collar, button, breast section logo, fingers number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,S,S,filter blue,Men,100% cotton,,,S,,,,,
BL_PZ_HA2802712_XL,1,hacked man with a blue short sleeve top hat ha2802712,Cikkszám: BL_PZ_HA2802712_XL,"hacket men's collar, button, breast section logo, fingers number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,XL,XL,filter blue,Men,100% cotton,,,XL,,,,,
BL_PZ_HA3573041,3,hacked man in white short sleeve top with ha3573041,,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,,,white,Men,100% cotton,,,,,,,,
BL_PZ_HA3573041_2XL,1,hacked man in white short sleeve top with ha3573041,Cikkszám: BL_PZ_HA3573041_2XL,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,2XL,2XL,white,Men,100% cotton,,,2XL,,,,,
BL_PZ_HA3573041_L,1,hacked man in white short sleeve top with ha3573041,Cikkszám: BL_PZ_HA3573041_L,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,L,L,white,Men,100% cotton,,,L,,,,,
BL_PZ_HA3573041_M,1,hacked man in white short sleeve top with ha3573041,Cikkszám: BL_PZ_HA3573041_M,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,M,M,white,Men,100% cotton,,,M,,,,,
BL_PZ_HA3573041_S,1,hacked man in white short sleeve top with ha3573041,Cikkszám: BL_PZ_HA3573041_S,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,S,S,white,Men,100% cotton,,,S,,,,,
BL_PZ_HA3573041_XL,1,hacked man in white short sleeve top with ha3573041,Cikkszám: BL_PZ_HA3573041_XL,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,XL,XL,white,Men,100% cotton,,,XL,,,,,
BL_PZ_HA3614401,3,hacked male dark blue short sleeve top ha3614401,,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,,,navy blue,Men,100% cotton,,,,,,,,
BL_PZ_HA3614401_M,1,hacked male dark blue short sleeve top ha3614401,Cikkszám: BL_PZ_HA3614401_M,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,M,M,navy blue,Men,100% cotton,,,M,,,,,
BL_PZ_HA4645618,3,hacked men's filter short sleeve top ha4645618,,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,,,gray,Men,100% cotton,,,,,,,,
BL_PZ_HA4645618_2XL,1,hacked men's filter short sleeve top ha4645618,Cikkszám: BL_PZ_HA4645618_2XL,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,2XL,2XL,gray,Men,100% cotton,,,2XL,,,,,
BL_PZ_HA4645618_L,1,hacked men's filter short sleeve top ha4645618,Cikkszám: BL_PZ_HA4645618_L,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,L,L,gray,Men,100% cotton,,,L,,,,,
BL_PZ_HA4645618_M,1,hacked men's filter short sleeve top ha4645618,Cikkszám: BL_PZ_HA4645618_M,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,M,M,gray,Men,100% cotton,,,M,,,,,
BL_PZ_HA5130908,3,hacked man in black short sleeve top ha5130908,,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,,,black,Men,100% cotton,,,,,,,,
BL_PZ_HA5130908_L,1,hacked man in black short sleeve top ha5130908,Cikkszám: BL_PZ_HA5130908_L,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,L,L,black,Men,100% cotton,,,L,,,,,
BL_PZ_HA5130908_M,1,hacked man in black short sleeve top ha5130908,Cikkszám: BL_PZ_HA5130908_M,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,M,M,black,Men,100% cotton,,,M,,,,,
BL_PZ_HA5130908_S,1,hacked man in black short sleeve top ha5130908,Cikkszám: BL_PZ_HA5130908_S,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,S,S,black,Men,100% cotton,,,S,,,,,
BL_PZ_HA5444643,3,hacked man in white short sleeve top ha5444643,,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,,,white,Men,100% cotton,,,,,,,,
BL_PZ_HA5444643_2XL,1,hacked man in white short sleeve top ha5444643,Cikkszám: BL_PZ_HA5444643_2XL,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,2XL,2XL,white,Men,100% cotton,,,2XL,,,,,
BL_PZ_HA5444643_L,1,hacked man in white short sleeve top ha5444643,Cikkszám: BL_PZ_HA5444643_L,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,L,L,white,Men,100% cotton,,,L,,,,,
BL_PZ_HA5444643_M,1,hacked man in white short sleeve top ha5444643,Cikkszám: BL_PZ_HA5444643_M,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,M,M,white,Men,100% cotton,,,M,,,,,
BL_PZ_HA5444643_S,1,hacked man in white short sleeve top ha5444643,Cikkszám: BL_PZ_HA5444643_S,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,S,S,white,Men,100% cotton,,,S,,,,,
BL_PZ_HA5444643_XL,1,hacked man in white short sleeve top ha5444643,Cikkszám: BL_PZ_HA5444643_XL,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,XL,XL,white,Men,100% cotton,,,XL,,,,,
BL_PZ_HA6992831,3,hacked man in blue short sleeve top ha6992831,,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,,,blue,Men,100% cotton,,,,,,,,
BL_PZ_HA6992831_L,1,hacked man in blue short sleeve top ha6992831,Cikkszám: BL_PZ_HA6992831_L,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,L,L,blue,Men,100% cotton,,,L,,,,,
BL_PZ_HA6992831_M,1,hacked man in blue short sleeve top ha6992831,Cikkszám: BL_PZ_HA6992831_M,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,M,M,blue,Men,100% cotton,,,M,,,,,
BL_PZ_HA7168293,3,hacked men's lightweight short sleeve top ha7168293,,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,,,light gray,Men,100% cotton,,,,,,,,
BL_PZ_HA7168293_2XL,1,hacked men's lightweight short sleeve top ha7168293,Cikkszám: BL_PZ_HA7168293_2XL,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,2XL,2XL,light gray,Men,100% cotton,,,2XL,,,,,
BL_PZ_HA7168293_L,1,hacked men's lightweight short sleeve top ha7168293,Cikkszám: BL_PZ_HA7168293_L,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,L,L,light gray,Men,100% cotton,,,L,,,,,
BL_PZ_HA7168293_M,1,hacked men's lightweight short sleeve top ha7168293,Cikkszám: BL_PZ_HA7168293_M,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,M,M,light gray,Men,100% cotton,,,M,,,,,
BL_PZ_HA7168293_S,1,hacked men's lightweight short sleeve top ha7168293,Cikkszám: BL_PZ_HA7168293_S,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,S,S,light gray,Men,100% cotton,,,S,,,,,
BL_PZ_HA7168293_XL,1,hacked men's lightweight short sleeve top ha7168293,Cikkszám: BL_PZ_HA7168293_XL,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,XL,XL,light gray,Men,100% cotton,,,XL,,,,,
BL_PZ_HA7425976,3,hacked male dark blue short sleeve top ha7425976,,"hacked men's collar, buttoned, breast-sewn logo, collar and sleeve striped short sleeve top, shirt",short sleeve top,HACKETT,,,,navy blue,Men,100% cotton,,,,,,,,
BL_PZ_HA7425976_L,1,hacked male dark blue short sleeve top ha7425976,Cikkszám: BL_PZ_HA7425976_L,"hacked men's collar, buttoned, breast-sewn logo, collar and sleeve striped short sleeve top, shirt",short sleeve top,HACKETT,,L,L,navy blue,Men,100% cotton,,,L,,,,,
BL_PZ_HA7425976_M,1,hacked male dark blue short sleeve top ha7425976,Cikkszám: BL_PZ_HA7425976_M,"hacked men's collar, buttoned, breast-sewn logo, collar and sleeve striped short sleeve top, shirt",short sleeve top,HACKETT,,M,M,navy blue,Men,100% cotton,,,M,,,,,
BL_PZ_HA7425976_S,1,hacked male dark blue short sleeve top ha7425976,Cikkszám: BL_PZ_HA7425976_S,"hacked men's collar, buttoned, breast-sewn logo, collar and sleeve striped short sleeve top, shirt",short sleeve top,HACKETT,,S,S,navy blue,Men,100% cotton,,,S,,,,,
BL_PZ_HA7531029,3,hacked man with red short sleeve top ha7531029,,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,,,red,Men,100% cotton,,,,,,,,
BL_PZ_HA7531029_2XL,1,hacked man with red short sleeve top ha7531029,Cikkszám: BL_PZ_HA7531029_2XL,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,2XL,2XL,red,Men,100% cotton,,,2XL,,,,,
BL_PZ_HA7531029_L,1,hacked man with red short sleeve top ha7531029,Cikkszám: BL_PZ_HA7531029_L,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,L,L,red,Men,100% cotton,,,L,,,,,
BL_PZ_HA7531029_M,1,hacked man with red short sleeve top ha7531029,Cikkszám: BL_PZ_HA7531029_M,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,M,M,red,Men,100% cotton,,,M,,,,,
BL_PZ_HA7531029_S,1,hacked man with red short sleeve top ha7531029,Cikkszám: BL_PZ_HA7531029_S,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,S,S,red,Men,100% cotton,,,S,,,,,
BL_PZ_HA7531029_XL,1,hacked man with red short sleeve top ha7531029,Cikkszám: BL_PZ_HA7531029_XL,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,XL,XL,red,Men,100% cotton,,,XL,,,,,
BL_PZ_HA7958008,3,hacked man in white short sleeve top ha7958008,,"hacket men's collar, button, breast section logo, fingers number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,,,white,Men,100% cotton,,,,,,,,
BL_PZ_HA7958008_2XL,1,hacked man in white short sleeve top ha7958008,Cikkszám: BL_PZ_HA7958008_2XL,"hacket men's collar, button, breast section logo, fingers number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,2XL,2XL,white,Men,100% cotton,,,2XL,,,,,
BL_PZ_HA7958008_L,1,hacked man in white short sleeve top ha7958008,Cikkszám: BL_PZ_HA7958008_L,"hacket men's collar, button, breast section logo, fingers number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,L,L,white,Men,100% cotton,,,L,,,,,
BL_PZ_HA7958008_M,1,hacked man in white short sleeve top ha7958008,Cikkszám: BL_PZ_HA7958008_M,"hacket men's collar, button, breast section logo, fingers number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,M,M,white,Men,100% cotton,,,M,,,,,
BL_PZ_HA7958008_S,1,hacked man in white short sleeve top ha7958008,Cikkszám: BL_PZ_HA7958008_S,"hacket men's collar, button, breast section logo, fingers number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,S,S,white,Men,100% cotton,,,S,,,,,
BL_PZ_HA7958008_XL,1,hacked man in white short sleeve top ha7958008,Cikkszám: BL_PZ_HA7958008_XL,"hacket men's collar, button, breast section logo, fingers number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,XL,XL,white,Men,100% cotton,,,XL,,,,,
BL_PZ_HA8915947,3,hacked male dark blue short sleeve top ha8915947,,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,,,navy blue,Men,100% cotton,,,,,,,,
BL_PZ_HA8915947_2XL,1,hacked male dark blue short sleeve top ha8915947,Cikkszám: BL_PZ_HA8915947_2XL,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,2XL,2XL,navy blue,Men,100% cotton,,,2XL,,,,,
BL_PZ_HA8915947_L,1,hacked male dark blue short sleeve top ha8915947,Cikkszám: BL_PZ_HA8915947_L,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,L,L,navy blue,Men,100% cotton,,,L,,,,,
BL_PZ_HA8915947_M,1,hacked male dark blue short sleeve top ha8915947,Cikkszám: BL_PZ_HA8915947_M,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,M,M,navy blue,Men,100% cotton,,,M,,,,,
BL_PZ_HA8915947_S,1,hacked male dark blue short sleeve top ha8915947,Cikkszám: BL_PZ_HA8915947_S,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,S,S,navy blue,Men,100% cotton,,,S,,,,,
BL_PZ_HA8915947_XL,1,hacked male dark blue short sleeve top ha8915947,Cikkszám: BL_PZ_HA8915947_XL,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,XL,XL,navy blue,Men,100% cotton,,,XL,,,,,
BL_PZ_HA9302213,3,hacked male pastel yellow short sleeve top ha9302213,,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,,,pastel yellow,Men,100% cotton,,,,,,,,
BL_PZ_HA9302213_L,1,hacked male pastel yellow short sleeve top ha9302213,Cikkszám: BL_PZ_HA9302213_L,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,L,L,pastel yellow,Men,100% cotton,,,L,,,,,
BL_PZ_HA9302213_M,1,hacked male pastel yellow short sleeve top ha9302213,Cikkszám: BL_PZ_HA9302213_M,"hacket men's collar, buttoned breast part embroidered logo short sleeve top, t-shirt",short sleeve top,HACKETT,,M,M,pastel yellow,Men,100% cotton,,,M,,,,,
BL_PZ_HA9346508,3,hacked male dark blue short sleeve top ha9346508,,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,,,navy blue,Men,100% cotton,,,,,,,,
BL_PZ_HA9346508_2XL,1,hacked male dark blue short sleeve top ha9346508,Cikkszám: BL_PZ_HA9346508_2XL,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,2XL,2XL,navy blue,Men,100% cotton,,,2XL,,,,,
BL_PZ_HA9346508_L,1,hacked male dark blue short sleeve top ha9346508,Cikkszám: BL_PZ_HA9346508_L,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,L,L,navy blue,Men,100% cotton,,,L,,,,,
